stock_code,transaction_date,window_id,deal_amount,signal_deal_buy_amount,signal_deal_sell_amount,signed_large_active_amount,signed_mix_qr_amount,CH_rule_t,Q_rule_t,R_seed_t,large_active_buy_amount,large_active_sell_amount,small_passive_buy_amount,small_passive_sell_amount,unknown_side_amount,window_open_price,window_close_price,window_trade_count,active_inferred_count,side_fallback_count,low_fallback_count,order_age_recovered_count,order_age_missing_count,order_age_direct_count,order_age_fifo_count,order_age_unresolved_count,active_buy_count,active_sell_count,active_buy_amount,active_sell_amount,pi_max_price_impact_pct
000004.SZ,20260709,0,129014.39,108250.0,20764.39,0.0,87485.61,0.0,87485.61,0.0,0.0,0.0,108250.0,20764.39,0.0,0.4,0.39,39,39,0,0,39,0,39,0,0,27,12,108250.0,20764.39,-0.025000000000000022
000004.SZ,20260709,1,42276.0,468.39,41807.61,0.0,-41339.22,0.0,35724.0,0.0,0.0,0.0,468.39,41807.61,0.0,0.39,0.39,16,16,0,0,16,0,16,0,0,6,10,39000.0,3276.0,0.0
000004.SZ,20260709,2,4173.0,0.0,4173.0,0.0,-4173.0,0.0,-4173.0,0.0,0.0,0.0,0.0,4173.0,0.0,0.39,0.39,7,7,0,0,7,0,7,0,0,0,7,0.0,4173.0,0.0
000004.SZ,20260709,3,561419.0,275649.0,285770.0,0.0,-10121.0,0.0,-35721.0,0.0,0.0,0.0,275649.0,285770.0,0.0,0.39,0.42,101,101,0,0,101,0,101,0,0,75,26,262849.0,298570.0,0.07692307692307684
000004.SZ,20260709,4,143556.0,0.0,143556.0,0.0,-143556.0,0.0,-143556.0,0.0,0.0,0.0,0.0,143556.0,0.0,0.42,0.42,31,31,0,0,31,0,31,0,0,0,31,0.0,143556.0,0.0
000004.SZ,20260709,5,89880.0,0.0,89880.0,0.0,-89880.0,0.0,-89880.0,0.0,0.0,0.0,0.0,89880.0,0.0,0.42,0.42,20,20,0,0,20,0,20,0,0,0,20,0.0,89880.0,0.0
000004.SZ,20260709,6,490723.8,0.0,490723.8,0.0,-490723.8,0.0,-490723.8,0.0,0.0,0.0,0.0,490723.8,0.0,0.42,0.42,28,28,0,0,28,0,28,0,0,0,28,0.0,490723.8,0.0
000004.SZ,20260709,7,7737.2,1297.8,6439.4,0.0,-5141.6,0.0,-5141.6,0.0,0.0,0.0,1297.8,6439.4,0.0,0.42,0.41,19,19,0,0,19,0,19,0,0,2,17,1297.8,6439.4,-0.023809523809523832
000004.SZ,20260709,8,5574.22,2646.0,2928.22,0.0,-282.2199999999999,0.0,-282.2199999999999,0.0,0.0,0.0,2646.0,2928.22,0.0,0.41,0.41,11,11,0,0,11,0,11,0,0,2,9,2646.0,2928.22,0.0
000004.SZ,20260709,9,10250.0,0.0,10250.0,0.0,-10250.0,0.0,-10250.0,0.0,0.0,0.0,0.0,10250.0,0.0,0.41,0.41,6,6,0,0,6,0,6,0,0,0,6,0.0,10250.0,0.0
